ts,dataset,eval,seed,perturbation,intensity,auroc,auprc,clean_auroc,clean_auprc,delta_auroc_pt,delta_auprc_pt,n_test,git_sha,checkpoint_sha256,data_sha
09-22 20:51,cpsc,lp,2,qual_noise,5,0.6666,0.2075,0.9586,0.8018,-29.20,-59.43,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_noise,5,0.7232,0.2540,0.9580,0.8050,-23.48,-55.10,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap01,II<->III,0.9511,0.7787,0.9586,0.8092,-0.75,-3.04,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap01,II<->III,0.9513,0.7708,0.9586,0.8018,-0.73,-3.10,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap01,II<->III,0.9511,0.7756,0.9580,0.8050,-0.69,-2.93,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap12,III<->V1,0.9375,0.7383,0.9586,0.8092,-2.11,-7.08,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap12,III<->V1,0.9351,0.7320,0.9586,0.8018,-2.35,-6.98,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap12,III<->V1,0.9374,0.7469,0.9580,0.8050,-2.07,-5.80,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap23,V1<->V2,0.9478,0.7660,0.9586,0.8092,-1.09,-4.31,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap23,V1<->V2,0.9462,0.7597,0.9586,0.8018,-1.25,-4.21,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap23,V1<->V2,0.9501,0.7669,0.9580,0.8050,-0.80,-3.81,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap34,V2<->V3,0.9559,0.8030,0.9586,0.8092,-0.28,-0.61,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap34,V2<->V3,0.9555,0.7940,0.9586,0.8018,-0.31,-0.78,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap34,V2<->V3,0.9558,0.7985,0.9580,0.8050,-0.22,-0.64,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap45,V3<->V4,0.9565,0.8018,0.9586,0.8092,-0.21,-0.74,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap45,V3<->V4,0.9574,0.7950,0.9586,0.8018,-0.12,-0.68,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap45,V3<->V4,0.9575,0.8001,0.9580,0.8050,-0.05,-0.49,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap56,V4<->V5,0.9569,0.8039,0.9586,0.8092,-0.17,-0.53,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap56,V4<->V5,0.9571,0.7947,0.9586,0.8018,-0.16,-0.71,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap56,V4<->V5,0.9569,0.8004,0.9580,0.8050,-0.11,-0.46,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap67,V5<->V6,0.9571,0.7995,0.9586,0.8092,-0.15,-0.97,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap67,V5<->V6,0.9573,0.7930,0.9586,0.8018,-0.13,-0.87,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap67,V5<->V6,0.9570,0.7986,0.9580,0.8050,-0.10,-0.64,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,swap_roll,roll1,0.9293,0.7057,0.9586,0.8092,-2.93,-10.35,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,swap_roll,roll1,0.9249,0.6869,0.9586,0.8018,-3.37,-11.48,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,swap_roll,roll1,0.9331,0.7153,0.9580,0.8050,-2.50,-8.96,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:52,ptbxl,ft10,0,bw,0,0.8549,0.6245,0.8627,0.6360,-0.78,-1.15,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,0,0.8569,0.6216,0.8611,0.6384,-0.42,-1.67,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,0,0.8410,0.6059,0.8554,0.6290,-1.44,-2.31,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,bw,5,0.8629,0.6348,0.8627,0.6360,+0.03,-0.12,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,5,0.8620,0.6378,0.8611,0.6384,+0.08,-0.06,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,5,0.8550,0.6238,0.8554,0.6290,-0.04,-0.52,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,bw,10,0.8616,0.6351,0.8627,0.6360,-0.11,-0.09,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,10,0.8626,0.6390,0.8611,0.6384,+0.15,+0.06,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,10,0.8568,0.6288,0.8554,0.6290,+0.14,-0.02,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,bw,20,0.8624,0.6353,0.8627,0.6360,-0.03,-0.07,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,20,0.8617,0.6391,0.8611,0.6384,+0.06,+0.07,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,20,0.8555,0.6283,0.8554,0.6290,+0.01,-0.07,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,0,0.6162,0.2832,0.8627,0.6360,-24.65,-35.28,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,0,0.5657,0.2499,0.8611,0.6384,-29.54,-38.85,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,0,0.5873,0.2608,0.8554,0.6290,-26.81,-36.81,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,5,0.6602,0.3373,0.8627,0.6360,-20.25,-29.88,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,5,0.6642,0.3149,0.8611,0.6384,-19.69,-32.35,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,5,0.6235,0.2963,0.8554,0.6290,-23.19,-33.27,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,10,0.7232,0.4060,0.8627,0.6360,-13.94,-23.00,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,10,0.7039,0.3682,0.8611,0.6384,-15.73,-27.02,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,10,0.7029,0.3845,0.8554,0.6290,-15.25,-24.44,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,20,0.8224,0.5792,0.8627,0.6360,-4.03,-5.68,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,20,0.7939,0.5265,0.8611,0.6384,-6.72,-11.19,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,20,0.8304,0.5725,0.8554,0.6290,-2.50,-5.65,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,0,0.5468,0.2400,0.8627,0.6360,-31.59,-39.60,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,0,0.6282,0.2849,0.8611,0.6384,-23.30,-35.35,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,0,0.5633,0.2478,0.8554,0.6290,-29.21,-38.12,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,5,0.6236,0.3068,0.8627,0.6360,-23.91,-32.92,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,5,0.6867,0.3422,0.8611,0.6384,-17.44,-29.62,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,5,0.6339,0.3145,0.8554,0.6290,-22.15,-31.45,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,10,0.7241,0.4241,0.8627,0.6360,-13.86,-21.19,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,10,0.7136,0.3679,0.8611,0.6384,-14.75,-27.05,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,10,0.7341,0.4129,0.8554,0.6290,-12.13,-21.61,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,20,0.8280,0.5630,0.8627,0.6360,-3.47,-7.30,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,20,0.7634,0.4505,0.8611,0.6384,-9.77,-18.79,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,20,0.8332,0.5753,0.8554,0.6290,-2.21,-5.37,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,0,0.5795,0.2571,0.8627,0.6360,-28.32,-37.89,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl60,0,0.5916,0.2603,0.8611,0.6384,-26.96,-37.81,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl60,0,0.5734,0.2545,0.8554,0.6290,-28.20,-37.45,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,5,0.5740,0.2710,0.8627,0.6360,-28.86,-36.50,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl60,5,0.6675,0.3296,0.8611,0.6384,-19.36,-30.88,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl60,5,0.6237,0.3067,0.8554,0.6290,-23.17,-32.22,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,10,0.7167,0.4054,0.8627,0.6360,-14.59,-23.06,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl60,10,0.7031,0.3540,0.8611,0.6384,-15.80,-28.43,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl60,10,0.7100,0.3817,0.8554,0.6290,-14.54,-24.72,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,20,0.8274,0.5522,0.8627,0.6360,-3.53,-8.38,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,pl60,20,0.7764,0.4959,0.8611,0.6384,-8.47,-14.25,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,pl60,20,0.8189,0.5453,0.8554,0.6290,-3.65,-8.37,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.8,0.8586,0.6302,0.8627,0.6360,-0.41,-0.58,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.8,0.8571,0.6306,0.8611,0.6384,-0.40,-0.77,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.8,0.8522,0.6271,0.8554,0.6290,-0.32,-0.18,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.6,0.8443,0.6071,0.8627,0.6360,-1.84,-2.89,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.6,0.8475,0.6149,0.8611,0.6384,-1.36,-2.35,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.6,0.8424,0.6097,0.8554,0.6290,-1.30,-1.92,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.4,0.8124,0.5450,0.8627,0.6360,-5.02,-9.10,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.4,0.8234,0.5578,0.8611,0.6384,-3.77,-8.06,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.4,0.8120,0.5497,0.8554,0.6290,-4.34,-7.93,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.2,0.6844,0.3774,0.8627,0.6360,-17.83,-25.86,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.2,0.7212,0.4115,0.8611,0.6384,-13.99,-22.69,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.2,0.6982,0.4040,0.8554,0.6290,-15.72,-22.49,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,20,0.8202,0.5803,0.8627,0.6360,-4.24,-5.57,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,20,0.8034,0.5479,0.8611,0.6384,-5.78,-9.05,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,20,0.8310,0.5786,0.8554,0.6290,-2.44,-5.03,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,15,0.7878,0.5125,0.8627,0.6360,-7.49,-12.35,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,15,0.7630,0.4747,0.8611,0.6384,-9.81,-16.37,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,15,0.7993,0.5204,0.8554,0.6290,-5.61,-10.86,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,10,0.7299,0.4141,0.8627,0.6360,-13.27,-22.20,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,10,0.6972,0.3720,0.8611,0.6384,-16.39,-26.64,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,10,0.7101,0.3932,0.8554,0.6290,-14.53,-23.58,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,5,0.6735,0.3378,0.8627,0.6360,-18.92,-29.82,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,5,0.6591,0.3119,0.8611,0.6384,-20.20,-32.64,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,5,0.6208,0.2925,0.8554,0.6290,-23.46,-33.65,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap01,II<->III,0.8330,0.5942,0.8627,0.6360,-2.96,-4.18,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap01,II<->III,0.8187,0.5735,0.8611,0.6384,-4.24,-6.49,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap01,II<->III,0.8250,0.5852,0.8554,0.6290,-3.04,-4.37,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap12,III<->V1,0.8205,0.5645,0.8627,0.6360,-4.21,-7.15,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap12,III<->V1,0.8259,0.5649,0.8611,0.6384,-3.52,-7.35,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap12,III<->V1,0.8380,0.5958,0.8554,0.6290,-1.74,-3.32,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap23,V1<->V2,0.8464,0.6107,0.8627,0.6360,-1.63,-2.53,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap23,V1<->V2,0.8497,0.6031,0.8611,0.6384,-1.14,-3.53,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap23,V1<->V2,0.8488,0.6228,0.8554,0.6290,-0.66,-0.61,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap34,V2<->V3,0.8545,0.6177,0.8627,0.6360,-0.82,-1.83,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap34,V2<->V3,0.8547,0.6181,0.8611,0.6384,-0.64,-2.03,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap34,V2<->V3,0.8464,0.6089,0.8554,0.6290,-0.90,-2.01,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap45,V3<->V4,0.8627,0.6382,0.8627,0.6360,+0.00,+0.22,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap45,V3<->V4,0.8581,0.6340,0.8611,0.6384,-0.30,-0.44,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap45,V3<->V4,0.8517,0.6222,0.8554,0.6290,-0.37,-0.68,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap56,V4<->V5,0.8601,0.6340,0.8627,0.6360,-0.26,-0.20,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap56,V4<->V5,0.8615,0.6341,0.8611,0.6384,+0.03,-0.43,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap56,V4<->V5,0.8548,0.6219,0.8554,0.6290,-0.06,-0.70,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap67,V5<->V6,0.8642,0.6368,0.8627,0.6360,+0.16,+0.08,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap67,V5<->V6,0.8622,0.6402,0.8611,0.6384,+0.11,+0.18,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap67,V5<->V6,0.8580,0.6283,0.8554,0.6290,+0.26,-0.07,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap_roll,roll1,0.7971,0.5386,0.8627,0.6360,-6.55,-9.74,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap_roll,roll1,0.7813,0.4977,0.8611,0.6384,-7.98,-14.07,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap_roll,roll1,0.7911,0.5317,0.8554,0.6290,-6.43,-9.73,1739,d9490c8,5979f2301720,7d9a524cc38e
